cognitive_fatigue_label,physical_fatigue_label
medium,high
medium,high
medium,high
medium,high
low,low
low,low
medium,low
medium,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,low
low,low
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,medium
medium,medium
low,low
low,low
low,medium
low,medium
low,high
low,high
low,medium
low,medium
low,low
low,low
low,low
low,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
