cognitive_fatigue_label,physical_fatigue_label
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
medium,medium
medium,medium
medium,medium
medium,medium
high,medium
high,medium
high,medium
high,medium
high,low
high,low
high,low
high,low
high,medium
high,medium
high,medium
high,medium
medium,medium
medium,medium
medium,medium
medium,medium
high,low
high,low
high,low
high,low
high,high
high,high
high,high
high,high
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
medium,low
medium,low
medium,low
medium,low
high,low
high,low
high,low
high,low
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,low
high,low
high,low
high,low
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
medium,medium
medium,medium
medium,medium
medium,medium
low,medium
low,medium
low,medium
low,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,low
high,low
high,low
high,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,medium
medium,medium
medium,medium
medium,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,low
medium,low
medium,low
medium,low
high,high
high,high
high,high
high,high
high,low
high,low
high,low
high,low
high,high
high,high
high,high
high,high
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,low
medium,low
medium,low
medium,low
high,low
high,low
high,low
high,low
medium,medium
medium,medium
medium,medium
medium,medium
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
high,high
high,high
high,high
high,high
high,low
high,low
high,low
high,low
medium,high
medium,high
medium,high
medium,high
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,low
high,low
high,low
high,low
medium,medium
medium,medium
medium,medium
medium,medium
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
medium,high
medium,high
medium,high
medium,high
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
high,low
high,low
high,low
high,low
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,low
medium,low
medium,low
medium,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
medium,low
medium,low
medium,low
medium,low
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,low
low,low
