cognitive_fatigue_label,physical_fatigue_label
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,medium
medium,medium
medium,medium
medium,medium
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
high,high
high,high
high,high
high,high
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
medium,high
medium,high
medium,high
medium,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
high,medium
high,medium
high,medium
high,medium
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
medium,low
medium,low
medium,low
medium,low
low,medium
low,medium
low,medium
low,medium
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,low
low,low
