cognitive_fatigue_label,physical_fatigue_label
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,medium
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,medium
high,medium
high,medium
high,medium
low,low
low,low
low,low
low,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
high,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,medium
low,medium
low,medium
low,medium
high,medium
high,medium
high,medium
high,medium
low,medium
low,medium
low,medium
low,medium
medium,medium
medium,medium
medium,medium
medium,medium
high,high
high,high
high,high
high,high
medium,medium
medium,medium
medium,medium
medium,medium
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,medium
medium,medium
medium,medium
medium,medium
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,medium
high,medium
high,medium
high,medium
high,high
high,high
high,high
high,high
medium,medium
medium,medium
medium,medium
medium,medium
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
high,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
high,low
high,low
high,low
high,low
low,low
low,low
low,low
low,low
high,low
high,low
high,low
high,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
low,low
low,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
medium,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
high,low
high,low
high,low
high,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
medium,medium
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,medium
low,medium
low,medium
low,medium
low,high
low,high
low,high
low,high
low,high
low,high
low,high
low,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
medium,high
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,medium
low,low
low,low
low,low
low,low
low,medium
low,medium
